cohort_week,cohort_users,repeat_session_users,day_1_retained_users,day_7_retained_users,week_level_observed_retention,day_1_retention,day_7_retention
2019-10-28/2019-11-03,10537,1299,0,0,0.12327987093100504,0.0,0.0
